type,amount,oldbalanceOrg,newbalanceOrig,target
OTHER,3847.81,9726.76,9849.91,0
CASH_IN,147.76,6505.87,2868.67,0
CASH_IN,2357.57,6393.97,9250.9,0
PAYMENT,2312.92,8995.18,2787.99,0
CASH_IN,2063.45,378.18,6369.71,0
PAYMENT,2055.72,6931.37,6537.07,0
TRANSFER,3519.63,7515.01,9376.67,0
CASH_IN,2707.63,7481.89,7757.23,0
CASH_OUT,2470.29,3816.75,8879.87,0
TRANSFER,1247.78,902.96,4460.61,0
PAYMENT,595.05,5332.75,8421.85,0
TRANSFER,2651.72,6911.27,5982.12,0
CASH_OUT,4471.96,2553.11,3053.17,0
PAYMENT,343.72,1236.84,8955.69,0
OTHER,2693.78,444.12,8636.93,0
OTHER,3925.3,7929.28,222.45,0
PAYMENT,1209.09,8226.6,8810.16,0
OTHER,1661.21,8801.81,9402.55,0
PAYMENT,178.48,2617.41,8012.72,0
CASH_IN,2595.99,6629.22,7181.02,0
PAYMENT,1551.82,8844.54,8776.48,1
PAYMENT,522.41,5876.5,9521.33,0
PAYMENT,1082.69,1374.65,5711.17,0
OTHER,4017.83,5427.67,497.92,0
PAYMENT,2364.92,4127.76,2594.97,0
CASH_IN,4492.41,7557.24,5775.1,0
CASH_IN,3357.37,2643.37,7371.4,0
CASH_IN,1272.27,6912.12,9015.92,0
CASH_OUT,737.97,4476.29,8249.26,0
OTHER,1044.22,9276.77,7330.09,0
TRANSFER,806.13,4411.5,9886.22,0
OTHER,1993.46,4874.05,8642.97,1
OTHER,209.8,607.11,9185.56,0
CASH_IN,2082.03,8489.1,4918.6,1
CASH_OUT,2966.05,9571.56,4623.05,0
TRANSFER,3282.86,3435.75,3798.86,0
PAYMENT,4857.21,6021.45,3483.74,0
CASH_IN,4215.04,6995.78,7029.72,0
CASH_IN,926.76,9755.45,9471.33,0
OTHER,303.3,5320.11,4919.16,0
CASH_IN,2467.36,6168.71,3586.7,0
PAYMENT,761.99,6259.99,9054.77,1
CASH_IN,1054.5,7986.67,4341.1,0
TRANSFER,1946.96,9502.23,6095.56,1
CASH_OUT,2033.39,2195.98,6191.64,0
CASH_OUT,1018.6,1473.79,9739.89,0
TRANSFER,977.87,5997.18,9975.77,0
CASH_OUT,3958.14,8294.36,7759.61,0
PAYMENT,1534.92,8206.73,2449.41,1
PAYMENT,3223.52,8493.29,4296.45,0
PAYMENT,3206.95,3467.98,7983.65,0
PAYMENT,3623.87,1027.5,8241.41,0
TRANSFER,1263.92,6974.08,7228.6,0
CASH_IN,1954.39,8303.97,641.92,0
TRANSFER,2959.02,555.47,5794.36,0
PAYMENT,2783.63,7643.97,1757.74,0
OTHER,2346.43,9637.99,8374.7,1
OTHER,2440.37,789.77,2748.09,0
CASH_OUT,4371.09,2952.74,2354.54,0
OTHER,1141.7,1013.78,5647.18,0
CASH_OUT,2678.29,1696.52,5538.74,0
CASH_IN,2977.32,2838.28,2498.44,0
OTHER,4471.05,3150.82,2124.46,1
PAYMENT,4154.06,4561.6,1120.26,0
TRANSFER,1839.02,7845.98,6868.14,0
CASH_IN,2250.53,709.8,422.76,0
TRANSFER,1478.64,6558.56,2542.28,0
PAYMENT,1714.35,5634.92,9097.81,0
OTHER,1077.19,8637.27,6883.75,0
CASH_OUT,2292.92,4400.89,613.66,0
CASH_OUT,2844.49,5918.91,1534.98,0
PAYMENT,2931.74,696.21,6629.77,1
OTHER,2935.53,4305.36,5532.88,0
CASH_IN,3106.51,4645.49,8836.08,0
TRANSFER,194.69,4761.63,1809.31,0
CASH_OUT,272.94,5325.44,5192.18,0
PAYMENT,4842.49,9199.36,5781.73,0
CASH_OUT,1159.95,7882.42,308.87,0
PAYMENT,3808.28,3163.88,9316.18,0
TRANSFER,3379.31,6011.14,5892.3,0
OTHER,4229.02,476.58,8640.09,0
CASH_OUT,925.67,7637.29,6506.61,0
OTHER,2153.42,3784.24,567.32,0
OTHER,3801.54,6599.38,8249.12,0
PAYMENT,183.34,6429.45,1548.35,0
CASH_OUT,4490.77,9343.5,8325.5,0
PAYMENT,902.04,4538.9,8514.48,0
CASH_IN,4318.87,9687.17,2006.93,0
TRANSFER,1605.03,3454.22,887.9,0
OTHER,1310.81,4829.95,6210.94,0
PAYMENT,160.11,361.64,4151.86,0
TRANSFER,4851.83,8982.65,6470.6,0
CASH_IN,3358.79,3203.65,9091.63,1
TRANSFER,3060.84,7964.95,9957.2,0
OTHER,663.71,6896.39,9849.57,0
CASH_OUT,2136.26,4957.76,3062.29,0
CASH_OUT,3980.48,6009.05,6045.76,0
CASH_IN,4950.2,7552.6,6815.49,0
CASH_IN,3638.62,4399.18,4384.87,0
PAYMENT,2512.72,6736.66,3000.58,0
TRANSFER,3638.15,6315.36,2856.18,0
PAYMENT,860.69,2107.92,9631.36,0
OTHER,4301.52,9117.83,4791.43,0
CASH_IN,4635.82,7210.47,882.14,0
OTHER,3678.63,5927.54,4004.62,0
OTHER,3499.2,1151.54,1274.8,0
OTHER,940.56,9542.64,9603.07,1
CASH_OUT,4374.74,3988.78,4651.97,0
PAYMENT,4406.45,3327.61,2250.15,0
CASH_IN,4003.24,6919.55,8810.32,0
OTHER,2626.19,5939.65,7891.64,0
CASH_IN,1706.75,755.35,5764.2,0
TRANSFER,2008.8,7110.81,6728.83,0
OTHER,269.21,7983.46,8507.83,0
CASH_OUT,1545.76,1086.55,8239.54,0
CASH_OUT,1332.06,2945.51,9176.99,0
CASH_IN,1826.15,3700.57,3273.12,0
PAYMENT,1194.25,2623.01,1065.28,0
TRANSFER,2173.17,4359.11,6747.89,1
CASH_IN,3108.98,4639.97,3823.2,0
CASH_IN,2627.93,3428.15,6401.41,0
CASH_OUT,410.48,1048.19,5440.6,0
OTHER,4490.04,8408.1,8437.79,0
TRANSFER,1171.26,4775.79,1678.25,0
CASH_IN,4142.3,1316.15,5599.34,0
CASH_IN,3610.6,1068.54,4480.53,0
CASH_OUT,540.17,6499.98,4732.83,0
OTHER,4884.22,8873.56,740.94,0
OTHER,1595.07,2109.25,527.15,0
CASH_IN,436.85,9488.87,6384.1,0
PAYMENT,4738.35,9713.02,3783.08,0
PAYMENT,1447.41,2364.57,6658.84,0
CASH_OUT,4291.91,9294.45,8352.92,0
TRANSFER,2222.68,8151.14,9894.13,0
CASH_OUT,2657.51,7192.87,3106.45,0
TRANSFER,131.05,6627.13,4758.21,0
CASH_OUT,2764.08,3291.92,7565.7,0
OTHER,3441.37,3705.98,41.89,0
CASH_OUT,2133.53,7368.03,5225.1,0
OTHER,4506.93,8092.34,5741.82,0
OTHER,47.56,1314.66,6957.71,0
OTHER,4979.12,6200.48,610.91,0
PAYMENT,322.48,6734.62,4091.73,0
OTHER,2140.96,593.46,15.96,0
OTHER,3943.4,4492.97,1598.57,0
CASH_IN,3604.25,8628.72,9501.48,0
CASH_IN,1582.06,9477.57,164.84,0
CASH_IN,2781.1,7060.67,2557.14,0
TRANSFER,4209.68,270.63,900.82,0
OTHER,920.75,8496.63,5786.23,0
CASH_OUT,1171.44,116.8,5900.97,1
TRANSFER,4606.97,7082.43,4985.32,0
CASH_IN,1543.96,4528.9,4177.58,1
CASH_IN,2055.59,9900.18,6679.35,0
PAYMENT,1028.34,3371.5,3180.08,0
TRANSFER,3415.79,5799.15,4450.59,0
CASH_OUT,1533.8,197.19,6454.08,1
OTHER,4085.19,3420.36,7875.46,0
OTHER,2751.07,1393.92,9087.68,0
OTHER,3030.12,5414.56,7869.28,0
PAYMENT,1435.48,7422.6,4087.65,0
OTHER,1210.33,2623.86,3235.87,0
CASH_OUT,510.15,9938.71,6824.06,0
CASH_IN,2125.89,3318.19,6029.22,0
TRANSFER,3857.51,3322.24,5108.55,0
PAYMENT,3680.68,7751.26,9904.99,0
CASH_OUT,191.66,8982.29,6353.43,0
CASH_OUT,2579.67,3887.72,9037.52,0
OTHER,3458.55,1277.28,5088.42,0
PAYMENT,2752.78,1519.69,1988.43,1
PAYMENT,1600.2,966.55,7059.78,0
TRANSFER,2757.76,8395.54,9193.24,0
TRANSFER,1111.6,6216.98,709.37,0
CASH_IN,2199.93,2421.11,9210.11,0
PAYMENT,2173.28,1675.64,573.29,0
OTHER,3129.71,7196.09,3478.5,0
TRANSFER,2059.65,2315.43,5593.04,0
OTHER,3620.57,4269.64,1953.72,1
OTHER,4333.51,7717.25,6872.52,0
CASH_OUT,3732.19,5514.08,454.57,0
CASH_OUT,759.95,4180.58,4647.79,0
OTHER,2168.76,9402.51,3894.65,0
OTHER,2491.71,1143.86,1818.14,0
PAYMENT,177.97,569.51,2977.94,0
TRANSFER,1252.11,2975.17,8752.61,0
PAYMENT,3677.69,962.68,3764.16,0
CASH_IN,3116.59,7229.22,8949.17,0
PAYMENT,1368.43,4079.12,4148.27,1
OTHER,313.59,8421.49,2042.77,0
TRANSFER,621.56,1141.72,1468.33,0
CASH_IN,4288.6,4993.45,955.61,0
OTHER,4642.6,3614.92,1705.47,0
TRANSFER,1867.96,2797.82,7459.53,0
TRANSFER,1087.28,9229.91,3514.13,0
CASH_IN,3787.23,4889.05,2709.51,0
TRANSFER,1237.46,4072.96,3385.36,0
TRANSFER,2293.0,7656.46,2415.76,0
CASH_OUT,2013.89,187.18,8226.75,0
OTHER,473.92,5676.87,9804.33,0
CASH_IN,1019.32,6491.12,24.84,0
CASH_OUT,3588.36,6687.08,6077.13,0
CASH_IN,1638.84,1875.75,419.24,0
CASH_OUT,652.33,4007.74,9630.43,0
CASH_IN,4220.47,4119.31,6499.42,0
TRANSFER,1716.3,7215.69,2081.65,0
PAYMENT,2139.65,9243.39,5158.1,0
PAYMENT,1709.02,5780.1,8126.23,0
CASH_OUT,1851.86,4717.49,4007.06,0
PAYMENT,2333.81,6727.06,7721.36,0
PAYMENT,2030.29,6154.92,5328.66,0
PAYMENT,3907.51,9700.39,3511.82,0
TRANSFER,147.54,9261.12,1460.65,0
CASH_OUT,568.51,3199.54,2943.19,0
PAYMENT,2908.4,7231.26,9262.52,0
CASH_OUT,2443.68,7448.84,7975.52,0
PAYMENT,841.08,5254.64,3853.16,0
TRANSFER,2699.16,200.45,9909.09,1
CASH_OUT,11.29,8482.35,9114.82,0
TRANSFER,795.57,6933.95,8079.81,0
CASH_IN,3383.41,1999.06,7924.1,0
CASH_OUT,1762.37,6495.66,1574.48,0
OTHER,2012.22,4329.59,7347.87,0
OTHER,3927.92,80.32,6038.79,0
CASH_OUT,417.18,3660.59,9273.72,0
PAYMENT,3845.98,4363.98,7771.65,0
OTHER,3221.12,5517.47,7928.61,0
PAYMENT,974.18,9597.14,3718.97,1
CASH_IN,2708.13,2073.0,5553.36,0
TRANSFER,3007.74,858.48,2612.63,0
CASH_IN,1290.71,6040.24,8914.19,0
CASH_IN,2879.93,5403.19,7299.15,0
OTHER,2732.76,1287.85,9108.42,0
PAYMENT,2755.59,7886.68,3686.21,0
CASH_OUT,724.75,7147.36,8997.6,0
TRANSFER,2291.99,2240.46,91.29,0
CASH_OUT,3151.12,7915.96,6194.42,0
CASH_IN,81.6,7746.95,7068.29,0
TRANSFER,4723.04,7179.34,4606.76,0
OTHER,4745.29,2518.51,1882.36,0
CASH_OUT,3231.78,7750.76,1680.0,0
OTHER,3080.3,4847.49,3063.33,0
CASH_OUT,4549.64,7365.46,242.87,0
CASH_OUT,1748.55,9668.16,2105.34,0
CASH_OUT,4998.65,5769.73,4383.98,0
CASH_OUT,4304.76,3347.08,2980.71,0
OTHER,1434.52,9404.21,2306.13,0
TRANSFER,1770.39,6364.49,6065.63,0
CASH_OUT,2134.49,6225.68,5867.74,0
PAYMENT,4336.8,9558.43,4980.17,0
TRANSFER,2903.77,4499.03,9239.73,0
CASH_IN,4701.67,4110.24,2382.83,0
CASH_IN,2129.41,736.51,8726.91,0
CASH_IN,301.14,292.13,2017.85,0
OTHER,2108.63,6803.37,4118.4,0
CASH_IN,2670.1,7261.25,7935.46,0
TRANSFER,4450.58,4156.47,7112.06,0
OTHER,3080.13,4504.53,8873.71,0
CASH_IN,341.43,8564.88,4683.28,0
CASH_IN,1543.57,6072.56,2322.12,0
PAYMENT,2940.03,6174.78,7932.92,0
CASH_IN,2734.9,9447.89,8548.7,0
CASH_OUT,3402.83,5367.33,835.09,0
CASH_IN,452.27,4435.29,3163.79,0
PAYMENT,3809.06,2925.96,4110.86,0
TRANSFER,1069.28,8366.54,3350.88,0
OTHER,364.13,877.9,8874.9,0
CASH_IN,914.17,2188.37,8270.93,0
OTHER,718.33,5890.62,1100.0,0
CASH_IN,920.9,5458.29,4142.75,0
OTHER,73.28,9132.11,3550.31,0
CASH_OUT,2713.98,9900.45,7874.45,1
PAYMENT,954.37,6155.45,8815.79,0
CASH_IN,2160.37,3151.19,168.83,0
TRANSFER,2938.98,3867.66,7517.53,1
OTHER,891.8,6677.05,204.99,0
OTHER,2173.11,9461.68,3707.46,0
CASH_OUT,732.83,9220.82,3042.59,0
TRANSFER,1247.16,4219.92,5628.45,0
CASH_IN,4718.91,8994.97,2739.05,0
TRANSFER,3449.01,3169.96,3851.45,0
OTHER,3782.03,3337.1,5025.73,0
PAYMENT,3216.49,4680.78,6693.22,0
PAYMENT,4779.54,7593.2,9896.51,0
CASH_IN,2866.91,6226.69,7464.48,0
CASH_IN,3007.3,4198.18,1147.79,0
TRANSFER,4058.07,6382.34,6284.04,0
OTHER,402.17,7539.72,3118.73,0
CASH_IN,4269.97,9217.09,953.28,0
OTHER,2795.65,2567.72,2963.07,0
OTHER,3158.37,6428.81,2073.0,0
CASH_OUT,2985.46,1047.14,7698.73,1
PAYMENT,253.23,191.63,9392.39,1
CASH_OUT,3621.41,4545.68,3938.34,0
OTHER,1020.38,9056.27,6700.25,0
OTHER,3389.55,8626.33,2077.89,0
PAYMENT,2743.42,697.21,6800.26,0
OTHER,306.18,2545.24,65.91,0
TRANSFER,1847.37,9506.94,9106.28,0
OTHER,2186.88,8002.67,9550.24,0
CASH_IN,1635.81,7207.93,4439.46,0
CASH_OUT,3198.52,7859.25,9807.93,0
TRANSFER,400.99,8454.64,725.75,0
OTHER,4326.77,8206.49,9547.24,0
CASH_IN,4535.63,2614.48,2082.11,0
TRANSFER,2532.29,7158.76,4748.91,0
PAYMENT,2520.64,2185.63,2668.1,0
TRANSFER,3244.82,5202.7,1555.54,1
OTHER,69.99,9904.88,1489.83,0
CASH_OUT,4038.74,5557.95,5195.56,0
TRANSFER,161.92,6514.61,6476.6,0
OTHER,4601.27,2708.5,1971.38,0
OTHER,4579.16,6461.56,4608.52,0
TRANSFER,4044.58,5726.7,5582.51,0
TRANSFER,3248.43,3676.93,7975.73,0
PAYMENT,1242.71,1726.48,9805.96,0
OTHER,619.74,376.86,3278.62,0
CASH_OUT,3997.51,1249.74,3213.43,0
OTHER,3811.31,392.02,2612.98,0
OTHER,4318.83,8870.95,251.99,0
TRANSFER,1078.29,1167.72,8811.01,0
CASH_IN,4037.58,4375.13,5288.03,0
PAYMENT,3260.17,5504.71,5155.87,0
OTHER,3067.06,1366.49,7399.5,0
OTHER,4081.99,1380.28,5233.35,0
OTHER,925.97,835.51,6214.23,0
CASH_IN,4595.84,400.35,6346.2,0
OTHER,278.54,922.52,7105.49,0
CASH_IN,4536.05,4139.11,3887.99,0
OTHER,1035.35,3538.89,6202.2,0
OTHER,944.07,3237.29,6017.78,0
CASH_OUT,2352.07,5551.5,5017.48,0
PAYMENT,382.95,2299.16,8020.16,0
TRANSFER,2337.23,965.22,9692.74,0
TRANSFER,1416.93,4893.66,343.76,0
PAYMENT,3795.26,2601.62,7832.51,1
CASH_IN,1722.56,7192.23,3595.8,0
CASH_OUT,1985.3,7281.65,5871.45,0
PAYMENT,1905.59,1347.02,1947.22,1
CASH_IN,2037.57,5125.74,7566.63,0
TRANSFER,456.27,5659.82,3351.35,0
CASH_IN,3999.96,825.28,6722.06,0
OTHER,4029.89,9038.43,5544.19,1
CASH_IN,3577.07,8769.89,2053.45,0
OTHER,1138.42,4627.53,6498.11,0
OTHER,771.71,2172.83,5571.69,0
CASH_OUT,921.38,9559.73,4776.23,1
OTHER,1585.89,9460.07,4287.8,0
CASH_IN,2802.28,9414.42,1270.31,0
PAYMENT,813.51,6247.72,6326.2,1
CASH_OUT,2225.31,1478.98,2038.18,0
CASH_OUT,4474.39,311.15,1962.95,0
CASH_IN,873.09,3520.88,2925.48,0
CASH_OUT,1686.95,1743.27,6824.96,0
CASH_IN,3530.44,2956.68,8723.54,0
CASH_OUT,4739.96,6340.71,208.3,0
OTHER,2457.57,3291.3,6701.17,0
TRANSFER,2636.26,833.86,3913.92,0
OTHER,395.74,7036.67,2150.33,0
OTHER,448.28,2772.53,8399.57,0
CASH_IN,3845.76,6797.23,3680.78,0
CASH_IN,3900.4,2614.03,6462.79,0
PAYMENT,1920.0,2366.35,2740.08,0
PAYMENT,4582.79,172.71,1967.23,0
CASH_IN,4285.4,2456.68,8722.37,0
TRANSFER,2494.09,7202.01,9687.88,1
TRANSFER,4716.98,6125.17,6445.4,0
OTHER,3073.86,2515.16,5952.89,0
PAYMENT,2817.48,3672.94,7971.34,0
TRANSFER,4097.97,8920.44,9326.09,0
CASH_OUT,708.94,1880.38,798.55,0
CASH_IN,3638.32,8268.95,3878.33,0
PAYMENT,3684.46,7227.03,2024.27,0
CASH_IN,1728.2,5889.14,2986.16,0
PAYMENT,1092.25,7573.65,5314.54,0
PAYMENT,3621.64,2996.96,533.02,0
OTHER,645.35,839.85,8495.28,0
TRANSFER,796.43,1268.37,2142.15,0
CASH_OUT,2572.58,1514.85,4863.23,0
CASH_IN,2748.29,3182.09,4071.97,0
CASH_IN,87.26,8277.95,2782.06,0
TRANSFER,958.86,6411.04,4304.08,0
TRANSFER,2064.34,4060.51,6693.73,0
TRANSFER,847.59,9443.16,1507.72,0
PAYMENT,459.61,1874.44,7298.65,1
TRANSFER,3819.15,5345.92,3078.05,0
CASH_IN,2743.73,8830.25,4039.33,0
CASH_IN,246.09,9426.4,9298.52,0
CASH_OUT,3252.73,9474.46,8085.86,1
CASH_IN,1284.82,6008.08,5414.05,0
CASH_IN,3744.2,7954.28,8665.12,0
OTHER,2286.5,9663.48,3656.23,0
CASH_IN,3323.5,3478.86,3517.49,0
TRANSFER,428.54,4658.31,3195.48,0
CASH_OUT,4880.03,7239.31,1383.94,0
CASH_IN,2235.62,8636.86,9756.6,0
PAYMENT,1696.2,7430.66,5566.4,0
PAYMENT,1233.44,7043.36,918.85,1
CASH_IN,4657.49,1535.6,4949.22,0
TRANSFER,4535.02,4849.75,9420.16,0
OTHER,2864.73,1333.52,8675.54,0
CASH_IN,3958.01,7644.75,6740.73,0
CASH_OUT,315.82,8035.88,9485.86,1
CASH_OUT,1163.15,7644.69,5416.56,1
CASH_IN,664.15,878.78,9827.69,1
CASH_IN,1913.65,4338.15,4817.59,1
OTHER,4869.36,990.94,2088.94,0
TRANSFER,198.04,3332.03,2242.64,0
CASH_IN,413.77,4877.44,372.26,0
CASH_OUT,2516.25,4862.85,7998.44,0
OTHER,785.71,345.19,9978.47,0
CASH_IN,4954.42,4681.48,4288.05,0
CASH_OUT,2503.82,9882.34,1226.13,0
TRANSFER,1102.99,5847.61,491.01,0
OTHER,1650.54,6384.72,5627.23,0
OTHER,4081.33,6896.47,3963.66,0
CASH_IN,2228.99,4422.95,5078.37,0
CASH_IN,3666.54,6144.48,3351.64,0
OTHER,4248.65,5838.07,8511.93,0
CASH_IN,127.49,45.92,607.25,0
CASH_IN,2965.33,4140.31,3580.0,0
TRANSFER,2113.42,1396.69,4305.89,0
CASH_OUT,3291.3,2379.62,2375.35,0
CASH_IN,1137.26,2671.89,9024.9,0
TRANSFER,4321.78,6404.42,9764.5,0
CASH_OUT,3623.29,7508.5,2059.16,0
PAYMENT,1247.87,772.05,6893.11,1
CASH_IN,4441.94,4449.3,2286.2,0
CASH_IN,2527.98,6793.03,7683.15,0
CASH_OUT,1916.89,3119.1,7061.07,0
PAYMENT,354.04,2219.03,4025.64,0
TRANSFER,1263.64,5096.94,9162.66,0
TRANSFER,4840.49,2278.89,585.41,0
OTHER,2127.04,4323.28,1668.27,0
PAYMENT,2191.27,6707.45,6534.24,0
CASH_IN,4734.86,1550.45,6673.44,0
TRANSFER,147.43,4325.51,7131.69,0
CASH_OUT,1686.94,6453.36,4794.72,0
TRANSFER,4789.24,3830.92,5746.76,0
CASH_OUT,1899.41,6231.14,4677.6,0
OTHER,2447.44,6433.82,4358.29,0
CASH_OUT,3023.66,2545.85,1238.64,0
TRANSFER,4049.63,1916.54,2084.22,0
CASH_OUT,2151.36,4643.98,9123.57,0
OTHER,3755.89,6384.5,1188.89,0
CASH_OUT,3781.82,5228.28,8905.59,0
TRANSFER,1487.89,4347.31,3218.22,0
OTHER,2423.69,9223.76,1665.94,0
TRANSFER,547.21,4893.29,2348.7,0
CASH_IN,2981.77,6725.18,824.99,0
CASH_IN,4150.94,9374.86,9517.21,0
CASH_IN,4707.62,5651.25,9157.69,0
TRANSFER,4068.74,6379.65,2139.23,0
PAYMENT,4335.23,1937.73,4042.16,0
CASH_OUT,278.98,9571.61,5970.84,0
OTHER,3917.44,750.91,1109.68,0
OTHER,3801.44,4818.72,8296.29,0
PAYMENT,3108.44,6857.16,5002.92,0
OTHER,2172.38,8357.19,7327.1,0
PAYMENT,3165.09,6617.33,8556.0,0
CASH_IN,1614.01,5688.22,7186.87,1
CASH_OUT,1943.24,1089.94,7290.51,0
CASH_IN,3371.1,24.65,8824.98,0
CASH_IN,2887.28,4253.8,5623.79,0
PAYMENT,3218.87,0.53,9404.94,0
TRANSFER,3641.13,8766.54,3931.41,0
TRANSFER,1253.34,2956.33,9872.38,0
PAYMENT,3306.36,4041.6,2471.04,0
PAYMENT,2286.63,2710.75,430.61,0
CASH_OUT,829.12,1949.85,4925.7,0
CASH_IN,3259.73,6299.7,7060.16,0
CASH_OUT,3572.63,5762.0,7362.24,0
PAYMENT,508.84,7375.9,9521.86,1
PAYMENT,1598.17,5766.54,7570.77,0
CASH_IN,425.83,6822.47,6237.19,0
OTHER,3712.33,8091.15,5961.74,0
CASH_IN,604.76,8945.77,6713.45,0
CASH_OUT,3573.07,976.85,8816.52,0
PAYMENT,1813.75,9504.19,9111.59,1
PAYMENT,226.8,8891.9,7103.89,0
PAYMENT,819.81,1423.75,915.18,0
CASH_OUT,4243.08,3501.42,4954.72,0
OTHER,3641.79,49.41,9703.57,0
PAYMENT,4777.13,4528.34,6596.8,1
TRANSFER,57.55,8326.5,8272.17,1
OTHER,3485.38,3257.06,1104.65,1
CASH_IN,1388.66,3587.8,6249.82,0
CASH_OUT,2872.39,5753.38,7043.71,0
OTHER,1156.33,54.2,1999.73,0
CASH_OUT,3378.17,1692.97,1880.03,0
TRANSFER,444.72,2483.61,3338.71,0
CASH_IN,3222.17,5758.76,3170.3,0
CASH_IN,4228.71,3949.83,3207.88,0
CASH_IN,797.4,8310.67,998.65,0
PAYMENT,3217.84,7484.16,3013.5,0
TRANSFER,2361.49,1441.33,8097.76,0
PAYMENT,2689.25,1975.05,6171.07,1
PAYMENT,2134.57,7769.23,1461.79,0
PAYMENT,2810.4,9722.01,2498.94,0
TRANSFER,2086.06,9781.34,5095.01,0
CASH_IN,2799.51,8039.99,5671.08,0
CASH_IN,2758.03,2980.25,4123.0,0
TRANSFER,4738.28,2504.18,1164.43,0
CASH_IN,1545.34,2476.15,782.96,0
OTHER,4319.58,721.16,1573.09,0
CASH_IN,2483.69,4247.26,2478.78,0
CASH_IN,2589.0,1423.84,3566.99,0
OTHER,3845.54,3810.65,6079.09,0
CASH_IN,4613.04,6918.22,8935.89,0
TRANSFER,3756.03,5505.68,4967.03,0
PAYMENT,45.67,2483.63,1054.73,0
CASH_IN,398.51,4383.0,4359.82,0
TRANSFER,4758.13,5736.85,2174.14,0
PAYMENT,1170.3,5395.12,9976.26,0
CASH_OUT,328.15,8620.62,6512.45,0
PAYMENT,2437.06,5789.56,3420.01,1
CASH_OUT,2663.86,506.31,6835.2,0
TRANSFER,3330.69,7591.32,394.87,1
TRANSFER,2284.08,1566.46,8246.33,0
CASH_IN,3411.12,9415.36,5849.56,0
CASH_IN,4984.42,5417.45,3087.66,0
CASH_IN,2016.28,642.98,8395.85,0
CASH_OUT,3822.96,4178.6,1350.81,0
TRANSFER,1992.1,2598.44,9985.9,0
PAYMENT,1597.35,9391.44,4868.92,0
TRANSFER,247.85,7180.8,9393.84,0
CASH_OUT,145.93,1057.82,5119.87,0
PAYMENT,1896.29,6893.17,3200.23,1
TRANSFER,3418.18,6503.41,6490.13,0
OTHER,1871.95,2193.5,8762.23,1
OTHER,690.64,9167.64,9657.98,0
CASH_IN,1678.45,4366.03,5931.6,0
TRANSFER,2582.44,6757.79,2072.14,0
TRANSFER,149.29,9473.65,9038.91,0
TRANSFER,4315.96,5836.88,720.8,0
CASH_IN,785.05,6963.59,6023.77,1
CASH_IN,3405.13,4762.92,5651.47,0
OTHER,706.82,3707.64,4922.42,0
OTHER,4406.7,316.29,3549.38,1
CASH_IN,16.38,5914.28,1893.24,0
PAYMENT,1200.26,3628.92,197.2,0
PAYMENT,2946.0,231.87,447.48,0
CASH_IN,3347.84,6110.18,6822.37,0
OTHER,4316.38,8047.99,6982.16,1
TRANSFER,63.4,4177.26,6405.26,0
PAYMENT,4203.25,9144.26,4577.18,1
OTHER,4436.05,2.37,280.7,0
OTHER,103.2,1385.35,8587.03,0
TRANSFER,3181.08,1327.6,5542.74,0
OTHER,153.08,7714.07,758.25,0
PAYMENT,2981.18,57.98,8366.09,0
CASH_IN,3303.38,5800.43,5528.92,0
PAYMENT,1619.5,3119.92,7335.48,0
CASH_IN,2030.99,7422.17,3515.81,0
CASH_OUT,1394.97,796.03,460.95,0
PAYMENT,3270.7,9888.31,4677.25,0
TRANSFER,1224.15,1922.85,3431.94,0
CASH_IN,733.75,3061.56,4983.8,0
CASH_IN,2862.86,3471.57,1296.28,0
CASH_OUT,4395.55,5800.56,2025.84,0
CASH_OUT,3461.86,7329.6,9689.37,0
CASH_OUT,994.8,7854.36,1558.94,0
PAYMENT,3050.7,8726.24,1505.64,0
OTHER,1362.54,4548.25,9168.53,0
CASH_IN,3597.38,6094.84,3610.85,1
OTHER,3264.11,649.77,8133.45,0
CASH_OUT,43.66,7217.44,1750.99,0
OTHER,1086.03,7670.65,3566.28,0
PAYMENT,3857.55,5171.26,1309.97,1
PAYMENT,2305.46,8009.39,9185.96,0
PAYMENT,972.35,9892.22,330.73,0
PAYMENT,3586.38,6310.73,639.42,0
PAYMENT,4888.11,6454.09,7596.16,0
CASH_OUT,3162.13,4676.03,1004.67,0
OTHER,1747.35,5265.2,4256.29,0
CASH_IN,3828.36,8292.64,1796.67,0
OTHER,462.39,2417.21,403.25,0
PAYMENT,2344.91,9729.82,3274.77,0
CASH_IN,4954.27,2081.84,3192.88,0
CASH_IN,601.51,7636.29,586.06,0
TRANSFER,4046.54,7398.24,5558.02,0
PAYMENT,1267.05,5417.31,2919.35,0
OTHER,1998.98,133.64,6828.59,0
CASH_OUT,2087.37,6241.81,8065.86,0
CASH_OUT,4309.99,1055.19,1021.24,0
CASH_OUT,3359.95,977.16,4928.74,0
PAYMENT,4647.17,4387.52,245.14,0
CASH_IN,1233.23,5407.77,3109.11,0
OTHER,2431.41,639.92,8264.42,0
CASH_OUT,3472.16,1722.91,9413.35,0
TRANSFER,204.31,2363.36,1073.46,0
CASH_IN,1758.21,8498.56,3546.61,0
PAYMENT,3143.44,8763.82,8338.91,0
CASH_IN,2621.47,8565.5,1149.54,0
TRANSFER,4114.54,7992.09,7003.01,0
OTHER,3585.68,4647.41,1363.89,0
PAYMENT,656.45,9821.48,9230.77,0
CASH_IN,1976.88,8161.17,8980.26,0
PAYMENT,2787.83,3621.06,3424.65,0
